Starting Distance
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
7.5818
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
17.8409
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
30.6803
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
57.2994
